목록키,목록유형,목록명,파일데이터명,분류체계,제공기관코드,제공기관,관리 부서명,관리부서 전화번호,보유근거,수집방법,업데이트 주기,차기 등록 예정일,매체유형,전체행,확장자(데이터포맷),키워드,다운로드_활용신청건수,등록일,수정일,데이터 한계,제공형태,설명,기타 유의사항,공간범위,시간범위,비용부과유무,비용부과기준 및 단위,이용허락범위,API 유형,신청가능 트래픽,심의 유형,조회수,목록 URL,국가중점여부,표준데이터여부
15006931,FILE,광주광역시_동구_공중위생업소정보(이미용업),광주광역시_동구_공중위생업소정보(이미용업)_20241022,공공행정 - 일반행정,3590000,광주광역시 동구,홍보미디어실,`0626082235,-,-,연간,2025-10-28,텍스트,624,csv,"미용,뷰티,헤어,주민 편의,지역 상권,활성화,공중위생,위생",1777,2019-05-08,2025-11-26,-,공공데이터포털에서 다운로드(원문파일등록),"광주광역시 동구에 등록되어 영업 중인 미용업체 정보는 지역 주민들이 생활권 내 미용 서비스를 쉽게 찾고 이용할 수 있도록 제공되는 생활밀착형 공공 정보입니다. 이 데이터는 주민 편의 증진, 지역 상권 활성화, 공중위생 관리 강화를 위해 행정기관에서 체계적으로 관리하고 있으며, 주로 업소명, 업소 주소(도로명주소), 연락처, 영업상태 등의 정보로 구성됩니다.<br/><br/>📌 데이터 구성 및 활용 목적<br/><br/>업소명<br/>등록된 미용업체의 공식 명칭으로, 주민이 미용실·헤어샵을 쉽게 식별할 수 있도록 하는 기본 정보입니다.<br/><br/>업소 주소<br/>업체의 실제 위치를 나타내는 도로명주소 또는 지번주소 정보로, 지도 검색·주민 접근성 분석·현장 위생점검 대상 관리를 위해 활용됩니다.<br/><br/>연락처(있는 경우)<br/>상담·예약·서비스 문의 등을 위한 기본 연락 수단으로, 이용자 편의를 높이는 데 중요한 역할을 합니다.<br/><br/>영업상태(영업 중 여부)<br/>주민에게 정확한 정보 제공을 위해 실제 운영 중인 업체만을 선별해 제공하는 것이 특징입니다.<br/><br/>📊 행정 및 생활 속 활용 가치<br/><br/>주민에게 가까운 미용업체 찾기 정보 제공<br/><br/>동네 상권 이해 및 지역경제 활성화 자료로 활용<br/><br/>위생 점검, 공중위생 서비스 관리 등 행정업무 효율화<br/><br/>신규 입지 분석, 상권별 서비스 분포 파악 등 정책 자료로도 활용 가능<br/><br/>이 데이터는 공중위생 서비스에 대한 투명한 정보 제공과 주민 생활 편의 향상에 기여하며, 동구의 지역경제 및 생활 서비스 기반을 이해하는 데 매우 유용한 자료로 활용될 수 있습니다.",공란값은 데이터 미보유 항목입니다.,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3494,https://www.data.go.kr/data/15006931/fileData.do,N,N
15006934,FILE,서울특별시 광진구_공중위생업소,서울특별시 광진구_공중위생업소_20250305,산업고용 - 산업·중소기업일반,3040000,서울특별시 광진구,스마트정보과,`024507236,-,-,연간,2026-03-05,텍스트,1789,csv,"미용업,미용,헤어,공중위생,인프라,광진구",1323,2019-02-25,2025-08-04,-,공공데이터포털에서 다운로드(원문파일등록),"서울특별시 광진구_공중위생업소 데이터는 광진구 관내에서 운영되는 공중위생 관련 업소의 현황을 제공하는 행정 데이터입니다. 이 데이터는 “업종명”, “업소명”, “소재지주소”, “업소전화”, “데이터기준일” 필드로 구성되어 있습니다. ‘업종명’은 해당 업소가 속한 업종을 나타내며, 예를 들어 숙박업, 목욕장업, 이용업, 미용업, 세탁업, 건물위생관리업 등이 포함됩니다. ‘업소명’은 등록된 업소의 명칭을, ‘소재지주소’는 업소의 위치를 제공합니다. 또한 ‘업소전화’는 해당 업소와 직접 연락할 수 있는 전화번호를 포함하며, ‘데이터기준일’은 제공되는 정보의 최신화 기준일을 명시합니다. 이 데이터는 공중위생업 관리, 지역 서비스 인프라 분석, 위생 정책 수립 및 민원 대응을 위한 기초 자료로 활용될 수 있습니다.",업소 전화번호 공란인 곳은 영업주의  개인정보에 해당하여 미기재,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3822,https://www.data.go.kr/data/15006934/fileData.do,N,N
15006935,FILE,경상북도 영천시_미용업 현황,경상북도 영천시_미용업 현황_20250512,보건의료 - 보건의료,5100000,경상북도 영천시,정책기획실,`0543306629,-,-,연간,2026-05-13,텍스트,351,csv,"미용업,이발업,공중위생,머리카락,보건,피부,네일",858,2019-11-15,2025-05-28,-,공공데이터포털에서 다운로드(원문파일등록),"해당 데이터는 경상북도 영천시 내 미용업소 현황을 상세하게 기록한 자료입니다. 영천시의 미용업소는 이발소, 미용실, 피부관리실, 네일아트샵, 화장ㆍ분장업 등 다양한 업종으로 구성되어 있으며, 각 업소의 업종명, 상호명, 영업소 주소, 데이터 기준일 등의 정보를 포함하고 있습니다. 본 데이터는 영천시 내 미용업소의 위치와 업종별 분포 현황을 파악하는 데 유용하며, 지역 내 미용업소의 현황 분석, 정책 수립, 업소 등록 및 관리, 지역경제 활성화 방안 마련 등에 활용될 수 있습니다. 해당 데이터와 관련하여 궁금하신 사항이 있으실 경우 영천시 보건소 보건위생과로 연락주시기 바랍니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2927,https://www.data.go.kr/data/15006935/fileData.do,N,N
15006938,FILE,전라남도 완도군_공중위생업 현황,전라남도 완도군 _미용업현황_20170501,공공행정 - 일반행정,4990000,전라남도 완도군,행정지원과,`0615505203,-,-,반기,2017-11-22,텍스트,114,CSV,"미용,뷰티,지역정보",640,2015-07-17,2017-05-23,-,공공데이터포털에서 다운로드(원문파일등록),완도군 미용업 현황,-,-,-,무료,-,이용허락범위 제한 없음,-,-,-,2390,https://www.data.go.kr/data/15006938/fileData.do,N,N
15006942,FILE,한국조폐공사_온누리상품권 공급실적 및 위변조 요소 적용 현황,한국조폐공사_온누리상품권 공급실적 및 위변조 요소 적용 현황_20241231,공공행정 - 일반행정,B190001,한국조폐공사,ICT기획처,`0428701434,자체보유,-,연간,2026-03-31,텍스트,1,csv,"온누리상품권,공급현황,위변조요소,지역경제,보안기술,상품권유통",6305,2017-11-30,2025-08-19,-,공공데이터포털에서 다운로드(원문파일등록),"‘한국조폐공사_온누리상품권 공급실적 및 위변조 요소 적용 현황’ 데이터는 한국조폐공사가 연도별로 제조·공급한 온누리상품권의 공급실적과 위변조 방지요소 적용 현황을 제공합니다. 이 데이터는 온누리상품권의 1만원권, 3만원권, 5천원권 등 액면별 공급수량과 함께, 상품권에 적용된 다양한 위변조 방지기술에 대한 정보도 포함하고 있습니다. 본 데이터는 상품권 유통, 보안기술 연구, 정책 분석 등 다양한 분야에서 활용될 수 있습니다. *온누리상품권은 전통시장과 지역경제 활성화를 위한 보안기술 적용 상품권입니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3296,https://www.data.go.kr/data/15006942/fileData.do,N,N
15006943,FILE,서울특별시 중랑구_공중위생업(미용업) 현황,서울특별시 중랑구_공중위생업(미용업) 현황_20250808,식품건강 - 식품의약안전,3060000,서울특별시 중랑구,위생과,`0220940783,공공데이터,새올전자시스템,연간,2026-07-17,텍스트,1216,csv,"미용,네일미용,미용업,화장분장,피부미용,일반미용,종합미용,메이크업",862,2019-08-20,2025-08-20,-,공공데이터포털에서 다운로드(원문파일등록),"서울특별시 중랑구 관내 공중위생관리법에 따라 인허가된 미용업소의 현황 정보를 제공합니다.<br/>데이터는 중랑구 보건소 위생과에서 관리하며, 각 업소의 행정동, 업종명, 업태명, 업소명, 영업소 주소(도로명/지번)를 포함하고 있습니다.<br/><br/>📌 데이터 항목 설명<br/>항목명	설명<br/>행정동명(지번)	업소가 소재한 행정동 이름 (예: 면목본동)<br/>업종명	공중위생 업종명 (미용업)<br/>업태명	미용업 세부 분류 (일반미용업, 종합미용업, 피부미용업 등)<br/>업소명	등록된 영업소 이름<br/>영업소주소(도로명)	도로명 주소 (도로명주소법에 따른 주소체계)<br/>영업소주소(지번)	지번 주소 (기존 토지대장 기준 주소)",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3167,https://www.data.go.kr/data/15006943/fileData.do,N,N
15006944,FILE,충청남도 태안군_공중위생업 현황,충청남도 태안군_공중위생업 현황_20220826,공공행정 - 일반행정,4620000,충청남도 태안군,행정지원과,`0416702184,-,-,연간,2023-08-26,텍스트,161,csv,"미용,네일,피부",848,2015-07-13,2022-08-26,-,공공데이터포털에서 다운로드(원문파일등록),"태안군에 소재한 미용업(번호, 미용업종명, 미용업소명, 업소소재지(도로명), 전화번호)에 관한 데이터를 제공합니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2962,https://www.data.go.kr/data/15006944/fileData.do,N,N
15006946,FILE,충청북도_음성군_공중위생업 현황,충청북도_음성군_공중위생업 현황_20240824,공공행정 - 일반행정,4470000,충청북도 음성군,홍보실,`0438713205,공중위생관리법 제3조,-,연간,2025-08-25,텍스트,497,csv,"목욕,미용,세탁",1739,2019-12-31,2024-08-25,-,공공데이터포털에서 다운로드(원문파일등록),"충청북도 음성군 공중위생업 현황에 대한 데이터로  업체의 (건물위생관리업, 목욕장업, 미용업, 세탁업, 이용업) 상호명, 주소, 전화번호를 안내하는 데이터입니다.",일부 데이터 미집계로 전화번호  데이터 공란 존재,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3520,https://www.data.go.kr/data/15006946/fileData.do,N,N
15006951,FILE,강원특별자치도 동해시_공중위생업 현황,강원특별자치도 동해시_공중위생업 현황_20251020,보건의료 - 보건의료,4211000,강원특별자치도 동해시,체육위생과,`0335398061,-,-,연간,2026-11-04,텍스트,715,csv,"이용실,미용업,위생,업종명,업소명,건물위생,목욕업소,위생점검",1140,2019-11-15,2025-11-07,-,공공데이터포털에서 다운로드(원문파일등록),"강원특별자치도 동해시 관내의 공중위생업소(이용업, 미용업, 목욕장업 등)에 대한 데이터로 미용실, 이용실, 목욕업소 등의 항목을 제공합니다.<br/>공공데이터는 다음과 같은 분야에서 활용될 수 있습니다.<br/>• 위생 점검 및 관리: 지역 내 공중위생업소의 분포를 파악하여 위생 점검 대상을 효율적으로 선정하고, 취약 지역에 대한 집중 관리를 통해 공중위생 수준을 향상시킬 수 있습니다.<br/>• 위생 취약 지역 빅데이터분석: 특정 업종의 밀집 지역이나 위생 상태가 좋지 않은 업소가 많은 지역을 분석하여 맞춤형 위생 개선 정책을 수립할 수 있습니다.<br/>• 공중위생 행정 계획: 지역의 공중위생 환경을 종합적으로 분석하여 연간 공중위생 관리 계획 수립에 활용됩니다.<br/>생활 인프라 및 편의시설 분석:<br/>• 지역 서비스 분석: 특정 지역의 숙박시설, 미용실, 세탁소 등 생활 편의시설의 분포와 접근성을 분석하여 시민들의 생활 편의 증진에 기여할 수 있습니다.<br/>• 신규 창업 지원: 특정 업종의 공급이 부족하거나 수요가 예상되는 지역을 파악하여 신규 창업을 희망하는 사업자에게 정보를 제공할 수 있습니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,3463,https://www.data.go.kr/data/15006951/fileData.do,N,N
15006952,FILE,충청북도 영동군_공중위생업 현황,충청북도 영동군_공중위생업 현황_20211112,보건의료 - 보건의료,4440000,충청북도 영동군,행정복지국 행정과,`0437403183,-,-,연간,2022-11-11,텍스트,174,csv,"이미용,피부관리,네일샵",762,2017-11-21,2021-11-12,-,공공데이터포털에서 다운로드(원문파일등록),"충청북도 영동군 관내에 위치한 목욕장업, 이용업, 세탁업, 건물위생업의 업종명, 업소명, 영업소주소, 소재지전화의 정보가 있음.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2629,https://www.data.go.kr/data/15006952/fileData.do,N,N
15006953,FILE,강원도 고성군_공중위생업현황관리,강원도 고성군_공중위생업현황관리_20220513,보건의료 - 보건의료,4341000,강원특별자치도 고성군,총무행정관,`0336803463,-,-,연간,2023-05-19,텍스트,217,csv,"미용실,숙박업,피부",653,2019-06-13,2022-05-19,-,공공데이터포털에서 다운로드(원문파일등록),"공중위생업소(숙박업, 이용업, 피부피용업, 세탁업, 건물위생관리업)에 대한 상호명, 주소, 연락처 데이터를 제공합니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,2548,https://www.data.go.kr/data/15006953/fileData.do,N,N
15006959,FILE,대구광역시교육청 대구광역시달성교육지원청_학교 교육통계 현황,대구광역시교육청 대구광역시달성교육지원청_학교 교육통계 현황_20250401,교육 - 유아및초·중등교육,7281000,대구광역시교육청 대구광역시달성교육지원청,행정지원과,`0532350152,-,-,연간,2026-08-28,텍스트,228,xlsx,"교육,통계,교육통계,교육기본통계,학교교육통계",1546,2019-09-02,2025-11-20,-,공공데이터포털에서 다운로드(원문파일등록),"매년 상반기(4월 1일 기준), 하반기(10월 1일 기준) 대구광역시달성교육지원청 및 관내 유치원, 초등학교, 중학교 교육기본통계조사 일람표 현황입니다. 자료 항목으로 대구광역시달성교육지원청은 10개의 장표, 유치원 및 학교는 45개 장표로 구성되어 있습니다. 대표적인 자료는 기관 및 학교개황, 학급수, 인가학급 현황, 원아수, 학생수, 학생현황, 교원수, 교직원수, 배치인력 현황, 교실수, 학교면적 등이 있습니다. 교육 행정 및 교육 관계 입법 활동, 학교의 설치와 폐지, 교원 양성 계획 수립, 교육 현안 문제 해결 등 제반 교육정책 수립의 기초 자료로 활용이 가능합니다.",-,-,-,무료,건 ,이용허락범위 제한 없음,-,-,-,4928,https://www.data.go.kr/data/15006959/fileData.do,N,N
